ID,Gender,Birthdate,Years Graduated,Salary
669240,M,1/16/1992,11,280000
283122,M,8/10/1989,13,150000
284738,M,11/3/1988,13,470000
445747,M,11/12/1989,12,180000
323688,M,12/6/1988,12,1200000
580044,M,12/4/1990,12,145000
632106,M,9/5/1992,10,180000
872029,M,12/14/1991,10,180000
331779,M,1/26/1990,12,160000
586115,M,3/10/1990,12,145000
389449,F,11/8/1990,12,420000
48647,M,11/27/1987,15,600000
289737,M,5/24/1989,13,300000
407686,M,11/11/1990,12,400000
765578,F,8/4/1992,11,145000
941984,M,8/24/1992,10,180000
1274900,M,10/30/1991,11,220000
451922,F,11/7/1990,12,100000
602117,M,12/20/1990,12,455000
1077269,M,8/16/1990,11,380000
1218872,F,3/16/1991,10,150000
313081,M,8/10/1990,13,100000
425471,M,8/13/1991,12,305000
330663,F,2/27/1991,12,410000
660767,M,10/23/1991,11,200000
78510,M,2/11/1988,14,220000
869298,F,6/2/1993,10,220000
124278,M,6/10/1989,14,475000
580616,F,9/14/1991,11,360000
1088714,M,1/23/1991,11,120000
283274,M,6/13/1988,13,600000
900218,M,1/11/1988,10,420000
511778,M,8/12/1991,9,325000
355922,M,2/27/1992,12,315000
1119237,M,10/19/1992,10,400000
309046,M,11/21/1993,11,250000
991880,M,7/24/1991,10,200000
1117475,F,11/16/1991,11,200000
810433,F,8/5/1991,10,400000
117082,M,3/6/1989,14,385000
1267278,M,12/9/1988,11,145000
100113,F,6/23/1988,14,510000
658893,M,10/1/1990,11,365000
669368,M,11/7/1991,11,320000
1106147,M,6/8/1992,10,350000
307328,M,8/8/1990,12,120000
1274688,M,4/7/1992,10,175000
810113,M,4/25/1993,10,215000
905195,M,8/28/1991,10,400000
1003364,M,5/12/1993,10,180000
242799,M,10/3/1989,13,100000
1218574,M,8/1/1991,10,350000
1233060,M,5/26/1990,11,145000
1085605,M,1/2/1992,11,200000
144942,M,4/5/1989,11,205000
340045,M,8/20/1991,11,100000
1122860,M,11/21/1992,10,300000
34551,M,7/30/1988,14,1100000
636997,M,3/10/1992,11,235000
1044637,M,12/5/1991,10,275000
1088771,M,1/27/1990,12,180000
878500,M,2/23/1993,10,75000
479756,M,12/10/1990,12,300000
1077690,M,6/24/1992,10,275000
601071,M,8/30/1991,11,300000
669934,M,6/2/1992,11,200000
655292,F,5/29/1992,11,180000
1027655,M,7/2/1992,10,300000
624843,F,9/26/1991,11,110000
1058932,M,10/26/1989,11,400000
1259641,F,2/21/1992,11,220000
256680,M,8/25/1989,13,520000
1076044,M,1/7/1992,11,360000
677102,F,11/2/1992,11,170000
243794,M,5/31/1989,13,475000
1123216,M,11/12/1989,12,100000
436253,F,10/29/1989,12,200000
1171988,F,10/7/1991,11,320000
267894,M,1/9/1988,13,190000
807306,M,6/11/1988,10,150000
484152,M,5/16/1991,11,400000
1269213,M,1/31/1989,10,120000
1266709,M,1/18/1992,10,195000
206734,M,11/7/1988,13,675000
918889,M,12/9/1993,10,180000
752115,M,10/29/1991,11,300000
41012,M,4/20/1986,14,370000
333439,M,9/20/1991,12,290000
933812,M,1/9/1992,10,310000
1158194,M,6/16/1992,9,200000
359057,M,5/31/1990,12,345000
214454,F,8/30/1989,12,190000
192966,F,8/20/1988,13,200000
642404,M,7/1/1992,11,600000
416040,M,4/3/1990,12,400000
1061749,F,3/10/1989,11,110000
1013562,F,10/4/1991,11,205000
215639,M,4/20/1989,13,370000
534043,M,8/30/1990,11,120000
244386,M,10/9/1988,13,225000
1097167,F,2/23/1993,10,400000
318391,F,8/10/1990,12,425000
660954,M,8/17/1990,11,265000
439125,M,1/27/1989,12,450000
611020,M,8/7/1992,11,240000
863437,M,12/10/1990,11,325000
340205,M,4/7/1991,11,300000
331251,F,12/10/1990,12,355000
265303,F,10/6/1989,13,110000
519873,M,4/5/1991,9,150000
1043020,M,6/21/1991,11,335000
1284437,F,11/16/1992,9,200000
654308,F,7/28/1991,11,300000
1081172,M,9/13/1991,10,145000
591412,M,2/3/1991,11,200000
948250,M,9/11/1992,10,205000
346395,M,8/18/1984,12,140000
1248570,F,6/5/1993,10,225000
786671,M,5/18/1992,11,180000
263961,F,6/2/1988,13,300000
820222,M,1/11/1991,11,130000
262768,M,12/24/1989,13,215000
542295,M,6/23/1990,11,180000
1233512,M,8/23/1992,9,335000
676848,M,3/15/1991,11,120000
425242,M,8/22/1989,12,180000
60599,F,9/6/1987,10,265000
602267,M,2/18/1991,11,320000
836060,M,11/23/1993,10,145000
347313,M,5/4/1991,12,260000
640930,M,2/27/1991,11,310000
958388,M,10/2/1991,11,420000
479849,M,12/11/1988,12,465000
1168885,M,12/8/1990,10,180000
823838,M,11/18/1990,10,315000
1231817,M,7/11/1990,12,135000
872494,M,8/11/1992,10,315000
644828,F,3/11/1992,11,360000
1088625,M,5/7/1990,10,275000
355786,F,3/29/1991,12,120000
1118955,M,11/1/1991,10,325000
580697,M,5/27/1991,11,450000
190981,M,11/18/1989,13,550000
325637,F,4/16/1989,12,400000
845576,F,11/23/1992,10,65000
582410,M,7/4/1990,11,350000
820700,M,2/5/1992,8,265000
1042334,M,4/30/1991,11,65000
638324,M,8/10/1989,11,180000
666182,M,12/11/1992,10,325000
872171,M,4/11/1992,10,325000
96708,F,8/10/1987,13,400000
1004939,M,1/28/1991,10,200000
1098807,M,3/25/1991,11,190000
336785,M,1/15/1991,12,365000
961030,M,5/4/1991,10,180000
1274668,M,12/25/1990,11,330000
33747,F,1/16/1990,12,390000
1242062,M,6/25/1990,10,240000
60401,M,10/31/1988,14,360000
786404,M,5/23/1992,11,350000
955389,F,7/5/1992,10,215000
271766,M,7/9/1988,13,600000
1194943,M,7/7/1992,10,200000
1044171,F,12/6/1989,12,190000
1087018,M,12/17/1992,10,95000
592833,F,9/24/1991,12,205000
815219,M,1/13/1992,11,330000
852310,M,11/3/1991,11,120000
493796,M,9/11/1990,12,600000
619949,M,4/5/1991,11,350000
509283,M,5/3/1989,12,500000
676260,M,7/18/1991,11,335000
58857,M,11/19/1986,14,400000
1231982,M,12/12/1990,11,180000
205703,F,12/20/1988,13,430000
103858,M,8/9/1988,14,300000
325432,F,10/8/1990,12,320000
1139162,M,9/1/1991,11,230000
1289692,F,4/25/1992,10,250000
693698,M,11/15/1991,11,120000
1251004,F,4/29/1992,11,200000
312164,M,4/25/1988,14,1200000
302031,M,10/15/1988,14,270000
1039020,M,9/9/1992,11,310000
639785,M,11/16/1991,11,180000
1260265,M,11/1/1990,12,300000
510199,M,11/13/1990,12,770000
318959,M,7/21/1991,9,360000
324440,M,4/29/1989,12,210000
1238258,M,12/17/1992,10,400000
1262574,M,11/24/1990,10,60000
641531,M,5/26/1991,11,330000
1242936,M,12/29/1992,10,105000
50216,M,11/28/1988,14,160000
416468,M,5/9/1989,12,350000
1105982,M,8/1/1991,10,350000
339689,F,8/20/1991,12,200000
337594,M,11/17/1991,12,400000
230702,M,12/27/1987,13,700000
989810,M,8/9/1992,9,180000
329900,F,7/22/1990,12,360000
263713,M,10/29/1989,13,180000
472956,M,6/11/1992,10,220000
264334,M,4/8/1985,13,460000
531726,F,11/15/1992,11,310000
643081,M,2/15/1993,10,300000
1010732,M,12/30/1991,10,100000
1152563,M,3/16/1993,11,310000
239868,F,5/28/1989,13,510000
361994,F,6/3/1990,12,330000
414039,M,5/17/1991,11,345000
329829,M,4/7/1991,12,240000
1266586,M,1/24/1992,11,100000
467660,F,5/17/1988,12,205000
525365,M,6/18/1989,12,110000
232481,M,9/21/1984,13,2500000
765483,M,6/7/1992,11,220000
1098764,M,6/21/1993,10,120000
644584,M,1/3/1988,12,185000
830982,M,8/22/1992,10,325000
407736,F,3/18/1990,12,490000
1084321,M,1/4/1991,11,525000
270455,M,10/9/1988,14,430000
1098801,F,3/11/1993,10,340000
455020,M,12/5/1989,12,450000
661581,M,10/1/1989,11,180000
1279987,M,10/26/1988,12,435000
262814,M,6/18/1988,13,145000
634935,M,9/25/1990,11,180000
1063324,M,10/21/1991,11,300000
335460,M,5/28/1991,12,200000
525508,M,5/2/1991,12,200000
284570,M,9/22/1989,13,180000
985445,M,6/15/1991,10,120000
354751,F,5/27/1991,10,215000
708980,M,8/20/1991,11,295000
823040,M,9/5/1991,10,300000
800018,M,3/6/1990,11,305000
990516,F,7/6/1993,10,325000
50241,M,10/20/1989,14,120000
1088588,M,7/2/1993,10,300000
1229820,M,8/15/1992,10,320000
1048553,M,8/5/1992,10,320000
509310,F,2/6/1990,12,345000
267150,M,12/25/1990,12,150000
1218497,M,6/6/1990,12,145000
33169,F,3/23/1988,14,730000
806072,M,7/28/1990,10,400000
619139,M,3/8/1991,11,180000
1083259,M,3/10/1993,10,325000
470584,F,12/18/1992,11,420000
1122695,F,4/9/1992,10,125000
816885,M,1/28/1992,11,300000
385354,M,8/9/1990,12,355000
1034780,F,11/2/1990,11,95000
312286,F,8/7/1990,13,395000
1203363,M,6/13/1993,10,230000
217036,M,2/27/1990,13,415000
1211760,M,10/14/1989,11,215000
1088654,M,7/7/1990,11,205000
246190,M,3/21/1990,13,500000
283468,M,6/25/1988,13,390000
1003178,M,6/23/1993,10,180000
34472,M,4/30/1988,14,375000
604848,M,2/11/1993,11,200000
950824,F,10/10/1992,10,300000
1066419,M,2/27/1989,11,335000
796593,M,6/19/1992,11,420000
505818,M,3/6/1989,12,200000
600997,F,8/22/1990,11,240000
815553,F,1/31/1992,11,120000
64400,M,1/22/1989,14,500000
1029318,F,9/3/1990,11,310000
331674,M,3/1/1991,12,120000
238452,M,10/14/1988,13,290000
191027,F,10/23/1986,13,350000
1211564,M,9/6/1992,10,325000
387430,F,10/9/1989,12,235000
1282459,M,1/5/1994,9,325000
134963,M,5/12/1986,14,1300000
343490,F,9/19/1990,12,225000
955595,F,1/17/1993,10,100000
52916,F,7/21/1989,14,300000
665324,F,3/26/1991,11,355000
358393,F,5/14/1990,12,430000
1036442,M,8/11/1991,11,240000
1096106,F,1/26/1992,10,115000
332563,M,11/10/1991,11,180000
322753,M,6/28/1990,12,95000
240634,M,6/30/1989,13,350000
247003,F,7/19/1989,13,345000
1087768,M,9/24/1992,10,315000
553645,M,11/8/1990,11,350000
666201,M,3/26/1992,10,325000
1122980,F,6/1/1990,11,190000
214231,F,6/9/1990,12,465000
806476,M,1/30/1992,10,500000
730823,M,1/19/1992,11,415000
1251710,M,7/25/1990,11,140000
806424,M,9/7/1992,10,350000
1218764,M,9/9/1992,10,320000
655515,M,6/30/1991,11,420000
1150621,F,7/26/1991,11,145000
352906,M,10/7/1990,12,150000
580718,M,12/17/1990,11,420000
633578,M,4/15/1991,11,180000
597773,M,4/23/1991,11,400000
335720,M,9/12/1990,12,440000
873020,M,7/10/1991,11,240000
333596,M,2/27/1991,12,405000
1120492,M,2/18/1991,11,200000
913574,M,4/10/1993,10,310000
794269,M,9/26/1992,10,325000
274473,F,1/31/1990,13,440000
529431,M,10/5/1991,12,405000
1078264,M,5/15/1991,11,240000
1208010,M,1/7/1992,10,145000
983328,F,4/15/1991,10,170000
553678,M,10/5/1991,11,265000
542410,M,6/30/1991,11,440000
1097251,M,12/27/1989,11,325000
317779,M,3/3/1990,12,355000
797600,M,11/4/1991,11,600000
328451,M,4/15/1990,12,430000
215931,F,7/1/1989,13,380000
278898,M,7/1/1989,13,320000
784141,F,8/11/1990,12,140000
407688,F,2/27/1990,12,320000
47916,M,4/15/1987,14,280000
807302,M,1/18/1992,10,120000
941955,M,9/13/1990,10,300000
1179971,M,10/3/1992,10,120000
455357,M,9/14/1990,12,250000
439077,M,6/10/1991,12,310000
1063131,F,8/1/1993,10,100000
1035883,M,3/28/1990,11,280000
795013,M,10/9/1990,10,105000
917544,M,11/8/1990,10,220000
473226,F,6/28/1992,10,200000
342743,M,12/20/1991,12,610000
1044443,F,10/21/1991,11,240000
225973,M,8/11/1990,12,400000
193023,M,8/15/1989,13,725000
337656,M,12/17/1990,12,500000
465556,M,8/24/1990,12,100000
1264789,M,8/9/1992,10,320000
918568,M,1/12/1991,11,775000
831973,M,2/17/1992,10,305000
614413,M,2/15/1991,10,120000
1095193,F,7/22/1989,13,120000
1046268,M,11/13/1992,11,240000
1095943,M,7/2/1989,10,100000
1044954,M,5/19/1991,12,170000
872042,M,9/10/1994,10,200000
373206,M,2/22/1991,9,150000
670620,M,8/20/1991,11,310000
1123185,M,10/3/1991,10,100000
611458,M,1/8/1991,11,350000
520456,M,11/9/1991,11,100000
336560,F,9/23/1989,12,450000
814788,M,11/30/1990,12,360000
927464,M,4/14/1993,10,325000
211934,M,5/19/1989,12,50000
944290,F,7/23/1991,11,200000
467560,M,4/14/1990,12,235000
1202802,F,8/19/1990,11,100000
616935,M,2/3/1992,11,130000
35408,M,8/3/1988,13,430000
984550,M,9/5/1992,9,320000
1171253,M,12/16/1991,11,220000
1207660,M,7/5/1993,10,120000
663786,F,8/23/1992,11,385000
615835,M,9/6/1992,10,220000
1044367,M,5/27/1993,10,300000
711342,M,12/7/1992,11,120000
321090,M,7/15/1990,12,520000
295129,F,12/26/1991,12,300000
1088210,M,3/28/1991,12,180000
123370,M,1/18/1989,13,280000
1091127,M,12/20/1992,11,150000
329579,M,4/2/1989,12,100000
644569,M,12/21/1990,12,280000
859668,M,6/9/1991,11,330000
652414,M,10/1/1991,11,180000
512748,M,1/5/1991,12,520000
1169464,F,7/9/1989,12,300000
327337,M,3/9/1990,12,415000
421614,M,6/16/1990,12,215000
676634,M,12/26/1991,11,310000
833462,M,4/3/1989,14,240000
576127,M,9/13/1990,11,195000
298308,M,10/1/1990,12,430000
247966,M,6/7/1989,13,400000
326978,M,11/25/1990,12,450000
669535,M,8/11/1990,11,105000
902378,M,8/10/1992,10,275000
308991,F,4/7/1991,11,250000
330310,F,9/7/1990,12,280000
333767,M,8/23/1991,12,425000
1190029,M,12/1/1991,10,300000
510158,M,10/23/1990,12,335000
611624,M,3/26/1991,11,300000
256138,M,8/21/1986,14,500000
806544,M,2/14/1993,10,280000
391149,M,1/1/1991,12,335000
1161576,F,3/2/1992,10,200000
1188011,M,9/17/1991,10,305000
806990,M,6/1/1991,11,480000
216527,F,6/10/1986,13,120000
872338,M,6/25/1991,10,305000
815859,M,11/6/1991,10,330000
962293,M,9/21/1992,10,100000
1122867,M,2/12/1993,10,305000
940518,M,5/18/1990,13,225000
924753,M,9/1/1992,10,325000
78978,M,8/5/1988,14,555000
640779,M,5/28/1991,11,210000
341946,M,1/8/1991,12,450000
796733,M,1/16/1992,11,315000
705093,M,6/17/1992,11,325000
391977,M,7/25/1990,12,225000
1092890,M,6/20/1992,11,310000
631799,M,6/14/1991,11,200000
391116,M,5/17/1991,12,350000
656053,F,9/19/1990,11,305000
642997,M,6/17/1992,11,110000
49508,M,9/19/1984,15,415000
868791,M,5/19/1993,10,325000
432156,M,7/2/1990,13,290000
471396,M,9/12/1991,11,245000
640581,F,9/25/1991,11,360000
466888,F,11/30/1990,12,325000
796891,F,7/8/1992,10,300000
541286,M,10/2/1990,11,415000
670672,M,7/15/1990,11,280000
856700,M,6/8/1991,11,200000
962937,M,10/16/1991,10,325000
1119098,F,5/28/1993,10,180000
204287,F,9/4/1989,13,480000
955427,F,10/18/1992,10,180000
1208205,M,2/28/1991,10,165000
1194293,M,11/24/1991,10,120000
932813,F,3/16/1992,10,325000
222887,M,10/8/1989,13,360000
357365,M,4/10/1991,12,265000
1203568,F,4/20/1993,10,300000
929961,M,8/14/1991,10,240000
278972,M,8/25/1988,13,300000
814673,M,10/13/1989,11,200000
389358,M,8/17/1988,12,180000
728009,M,5/17/1989,12,405000
1152098,M,12/19/1990,11,170000
625434,M,10/28/1991,11,565000
298284,M,7/18/1990,12,540000
910069,M,5/7/1993,10,420000
192591,M,3/26/1990,13,500000
619651,F,8/12/1988,11,180000
1194679,F,2/28/1993,10,145000
896584,F,12/1/1990,11,100000
295355,M,5/20/1990,13,110000
827775,M,4/27/1992,10,325000
358631,F,7/31/1990,12,375000
108231,F,1/7/1987,14,1200000
342176,M,3/16/1989,12,515000
791334,F,9/5/1991,11,60000
963688,M,10/9/1993,10,150000
615766,M,10/30/1991,10,450000
141813,M,1/31/1986,14,175000
1292126,M,8/25/1991,10,150000
121686,M,5/23/1989,14,415000
602377,F,8/21/1992,11,270000
1026255,F,7/8/1992,10,325000
1066385,F,2/17/1992,11,240000
124198,F,12/5/1987,14,100000
239943,F,8/1/1989,13,475000
48796,M,7/25/1984,15,680000
1241846,F,12/10/1991,10,175000
1037121,M,10/12/1989,11,325000
225191,M,4/5/1988,13,150000
1124992,M,10/10/1992,10,140000
557677,M,8/8/1990,12,315000
1231828,M,7/1/1990,11,335000
340244,M,4/1/1990,11,150000
1173129,M,2/18/1990,11,240000
36759,M,5/12/1989,14,250000
330576,F,3/1/1991,12,180000
1089852,F,5/17/1992,11,100000
913913,M,2/9/1992,10,245000
342188,M,11/20/1990,12,420000
285799,M,4/1/1989,13,325000
993561,M,6/30/1991,11,220000
345243,F,3/15/1989,12,500000
29161,M,5/31/1989,14,140000
354675,F,8/30/1990,12,300000
354739,M,8/12/1988,12,105000
633535,F,3/21/1992,11,265000
803471,M,3/21/1992,10,225000
640755,M,4/10/1992,11,70000
345175,M,10/13/1987,14,2000000
60279,M,3/2/1988,14,200000
1001419,M,8/31/1992,10,450000
1251123,F,2/3/1993,10,95000
119221,M,10/20/1988,14,400000
1233727,M,6/30/1994,9,300000
337533,M,9/18/1990,12,450000
1026244,F,8/7/1993,10,325000
533466,M,9/14/1989,12,240000
1052809,M,1/12/1992,11,120000
280764,F,3/26/1990,13,145000
812583,M,1/15/1985,12,290000
1270682,M,3/9/1993,10,205000
641222,F,2/1/1992,11,300000
781274,F,12/21/1991,11,280000
352532,F,6/14/1990,12,250000
423068,M,12/1/1989,12,195000
1080089,M,6/9/1991,10,200000
503183,M,8/10/1991,11,360000
624771,M,12/5/1991,11,240000
1203329,M,4/20/1990,11,125000
320706,M,4/3/1990,12,405000
78587,M,8/29/1986,13,255000
1133196,M,12/17/1991,10,150000
1093783,M,3/16/1994,10,100000
922200,M,4/22/1993,10,250000
478702,M,9/3/1990,12,240000
243493,M,2/12/1990,13,300000
682615,F,3/6/1991,11,300000
242775,M,9/26/1989,13,240000
677204,M,1/6/1992,11,390000
552482,M,3/27/1991,11,705000
126780,M,6/14/1989,14,620000
338352,M,1/12/1992,11,345000
1211611,F,3/27/1992,11,330000
579845,F,8/5/1990,12,240000
1068768,M,11/27/1991,11,400000
801764,M,7/11/1992,11,335000
902971,F,2/11/1991,11,325000
342865,M,3/23/1992,10,120000
580660,M,12/6/1991,11,925000
466809,M,11/18/1988,12,280000
374573,M,6/1/1990,12,500000
328915,M,11/24/1990,12,620000
203388,M,8/14/1989,13,320000
285838,F,2/23/1990,13,400000
103861,M,7/21/1988,14,505000
331256,F,12/19/1990,12,500000
125529,M,8/29/1989,14,455000
955377,M,3/12/1991,10,330000
1204936,F,9/9/1993,10,325000
469011,M,9/5/1990,12,405000
345100,F,8/28/1990,12,200000
998833,M,4/17/1991,11,120000
601301,M,7/1/1989,11,100000
228081,M,10/25/1988,13,440000
359928,M,12/20/1990,12,200000
1077946,M,8/12/1991,11,140000
336546,M,6/18/1990,12,415000
580712,M,5/12/1991,11,400000
945560,M,8/24/1990,11,300000
796197,F,1/11/1993,10,800000
1017485,F,9/4/1991,10,200000
801492,M,12/16/1991,11,240000
653872,M,7/1/1991,11,180000
1098869,M,9/26/1992,10,300000
47709,M,10/26/1988,14,325000
655090,M,2/24/1992,11,210000
1256044,M,4/12/1992,9,180000
457958,F,8/12/1990,12,210000
863448,M,7/7/1991,12,120000
579952,M,3/5/1991,12,410000
29042,M,8/25/1988,14,470000
415949,M,3/2/1988,12,180000
995141,M,8/14/1991,11,180000
629345,F,8/24/1991,11,335000
360022,M,10/7/1990,12,110000
35248,M,2/5/1990,13,480000
289381,M,10/2/1989,13,290000
287020,M,12/8/1985,13,445000
1191908,M,10/13/1992,10,200000
818107,M,7/1/1992,12,105000
404143,M,6/1/1990,13,205000
220601,F,9/13/1986,13,180000
656739,M,5/2/1989,11,325000
295290,F,1/1/1989,12,145000
1058572,F,6/23/1989,12,300000
277278,M,4/18/1990,13,300000
1204500,M,3/24/1991,10,320000
309190,M,2/6/1986,12,180000
480729,M,6/18/1986,17,120000
1088773,F,12/14/1991,11,240000
94788,F,4/8/1988,15,300000
1092951,F,11/20/1992,11,225000
469012,F,9/30/1990,12,360000
553357,M,9/2/1991,11,420000
365974,M,7/22/1989,12,400000
1101727,M,2/12/1992,11,300000
299447,M,12/11/1988,10,360000
1290085,M,5/3/1992,10,275000
865959,F,6/4/1993,10,315000
796151,M,12/8/1988,10,820000
1123015,F,1/4/1992,10,300000
308499,F,8/2/1988,13,85000
1053599,F,5/4/1993,10,125000
332961,M,4/2/1991,12,430000
21229,M,1/4/1984,15,500000
736897,M,1/16/1992,11,325000
601296,M,6/23/1989,11,145000
765378,M,7/27/1992,11,410000
781929,F,2/13/1992,11,300000
450428,M,8/8/1991,11,165000
954255,M,10/31/1992,10,330000
1085603,M,5/30/1991,11,180000
525682,M,10/4/1990,12,360000
87291,M,6/24/1989,14,600000
355018,M,5/11/1991,12,285000
337783,F,5/7/1989,12,375000
54579,M,7/1/1986,15,195000
1060744,F,10/19/1992,10,340000
796296,M,1/5/1992,10,600000
770194,F,7/16/1988,13,545000
1284328,M,5/3/1992,9,245000
231172,F,11/14/1986,13,270000
423045,M,8/3/1989,12,410000
1250337,F,10/11/1992,10,325000
282152,M,2/4/1989,13,320000
416007,F,11/8/1989,11,240000
103323,M,7/12/1989,14,410000
83285,M,3/31/1988,14,390000
259974,F,8/20/1989,14,120000
1271730,M,2/9/1991,11,200000
793156,M,7/2/1990,10,325000
1160472,M,9/9/1993,9,350000
869050,M,3/14/1993,10,505000
341591,M,11/12/1990,12,585000
1290145,M,8/3/1992,10,320000
126316,M,5/12/1989,14,180000
605047,F,12/8/1992,11,180000
529858,M,4/20/1991,11,350000
30739,M,8/15/1987,14,310000
274014,M,8/1/1990,13,620000
341274,M,12/8/1990,12,400000
552751,M,3/2/1991,11,590000
279001,M,8/11/1989,13,175000
374962,M,3/11/1991,12,430000
1086345,F,2/11/1994,9,300000
355903,F,9/20/1990,12,250000
331680,M,7/19/1991,12,200000
82310,M,7/20/1988,14,500000
864107,F,3/4/1991,11,145000
1008489,F,10/5/1993,10,240000
281940,M,7/31/1989,13,660000
325412,F,8/7/1990,12,3500000
299705,M,4/12/1990,10,130000
999306,M,12/13/1991,11,120000
1262831,M,6/9/1990,11,120000
359038,M,6/20/1991,12,400000
1088562,M,9/20/1992,10,325000
1087625,M,6/10/1992,10,325000
511865,F,12/4/1989,11,180000
280793,M,2/3/1990,13,720000
823293,M,10/11/1991,10,450000
1269126,M,6/30/1990,10,150000
1230312,F,8/2/1990,10,155000
220655,M,11/16/1989,13,400000
344605,M,3/5/1991,12,460000
63284,M,6/3/1987,14,530000
1136095,M,8/26/1993,10,325000
1110880,M,3/15/1991,11,105000
741398,M,4/23/1993,10,240000
333793,M,10/11/1990,12,425000
57277,M,8/26/1989,14,535000
980895,M,12/13/1991,10,350000
78383,M,1/1/1989,13,180000
1081640,M,12/12/1992,10,100000
337563,F,11/22/1990,12,360000
817754,M,9/7/1991,10,250000
325611,M,11/13/1988,12,220000
1101763,F,7/15/1991,11,85000
296696,M,4/25/1988,13,325000
1125683,F,7/9/1992,11,175000
229397,M,6/9/1990,13,200000
922684,F,5/3/1991,10,305000
823407,M,9/30/1991,10,400000
601624,M,5/20/1991,11,225000
206565,M,7/5/1990,13,300000
543741,F,5/30/1988,11,460000
926517,M,9/27/1990,12,300000
652516,F,4/16/1992,11,340000
1232895,F,3/17/1993,10,300000
1218133,M,12/30/1994,9,300000
1131849,F,4/18/1992,11,300000
87067,F,3/15/1987,14,215000
1207352,M,1/4/1992,11,400000
681036,M,7/5/1991,11,180000
245281,M,5/6/1989,13,470000
1202631,F,6/3/1993,10,300000
615396,M,2/2/1993,10,225000
295835,M,11/22/1989,13,505000
918301,M,3/25/1993,10,450000
327371,F,11/28/1990,12,390000
1202774,M,6/1/1988,11,105000
109066,M,11/16/1988,14,150000
1271694,M,6/22/1991,10,120000
512588,M,4/18/1988,11,330000
360687,M,7/8/1989,12,320000
1087681,M,5/17/1991,10,100000
144943,M,8/12/1988,10,120000
1097197,F,6/30/1992,11,325000
182985,F,11/9/1987,13,400000
246543,M,6/27/1989,13,440000
1196014,M,3/18/1992,10,180000
649530,M,1/25/1991,11,350000
964319,M,5/4/1991,10,195000
1116466,F,2/3/1993,10,180000
313446,M,5/10/1990,12,325000
220608,M,5/29/1988,13,300000
682431,M,7/20/1991,11,350000
337695,M,2/26/1989,12,380000
539818,F,8/23/1990,11,420000
513495,F,8/25/1990,12,225000
1250436,F,1/18/1990,11,235000
810355,M,6/4/1990,10,145000
1001099,M,6/6/1993,10,240000
1089624,F,9/8/1991,10,240000
265914,F,5/26/1990,13,325000
228046,M,7/10/1986,13,180000
681000,M,9/29/1991,11,90000
519904,M,8/17/1990,12,630000
385512,M,3/20/1990,12,145000
937953,F,11/9/1992,10,350000
425582,M,11/3/1990,12,430000
42418,F,10/23/1987,14,435000
302937,M,5/5/1989,13,150000
628223,M,1/5/1992,11,150000
602058,F,1/4/1992,11,300000
1247289,F,2/1/1992,11,275000
857517,F,9/22/1988,13,300000
529904,M,7/6/1992,11,100000
115378,M,8/13/1989,14,500000
1262957,M,5/6/1991,11,190000
898548,F,1/26/1992,8,350000
1253323,M,3/4/1992,11,65000
1240207,M,6/3/1991,10,300000
326876,M,6/8/1991,12,475000
216972,M,12/10/1990,13,300000
324799,M,4/30/1991,12,355000
422043,M,9/1/1988,12,60000
1239552,M,7/20/1990,10,300000
50670,F,11/3/1985,15,160000
308916,F,9/24/1991,11,320000
1250484,M,1/1/1993,10,105000
294762,M,3/17/1990,13,500000
1062520,M,8/28/1993,10,325000
391074,M,5/18/1990,12,445000
629605,M,2/14/1992,11,210000
330490,M,11/29/1991,12,165000
1136067,M,7/22/1990,10,300000
1131595,M,4/26/1994,11,300000
237897,F,11/21/1986,13,200000
1214471,F,11/18/1991,11,300000
978959,M,7/14/1992,10,240000
898780,M,11/12/1992,10,340000
1100909,M,8/9/1992,10,325000
196470,M,1/20/1987,13,440000
865540,M,5/1/1993,10,305000
245986,M,2/15/1989,13,150000
999665,M,6/1/1993,10,420000
1150694,M,8/14/1991,12,240000
362984,M,1/17/1988,12,450000
1084888,M,6/17/1992,10,350000
389140,F,7/14/1991,12,325000
263725,F,11/17/1989,13,500000
452593,F,5/27/1990,12,465000
958809,M,2/12/1994,10,350000
318119,F,4/8/1991,12,515000
32133,M,7/22/1989,15,150000
538439,F,10/6/1991,11,390000
1066414,M,2/18/1992,11,260000
50739,F,6/26/1987,15,260000
864014,M,6/2/1990,11,310000
925705,M,7/5/1992,11,105000
344407,M,6/22/1990,12,800000
241960,M,7/14/1990,13,440000
716400,F,11/28/1991,11,625000
440689,F,9/11/1990,12,450000
1168773,M,8/21/1992,10,275000
304341,M,7/4/1989,13,315000
760851,M,3/4/1990,11,375000
577394,M,12/3/1991,11,325000
604370,M,4/27/1992,11,300000
341424,F,6/1/1991,12,400000
1077612,M,3/12/1990,11,155000
1085716,M,11/20/1992,11,300000
1072574,M,12/26/1988,11,145000
276426,F,6/18/1988,13,350000
607470,M,12/4/1988,11,400000
950502,F,2/14/1993,10,150000
1087060,M,10/9/1992,10,200000
937958,F,9/14/1992,10,325000
252559,M,2/28/1990,13,225000
582303,M,7/5/1991,11,350000
48150,M,9/7/1986,14,495000
868872,F,8/26/1992,10,200000
963956,M,11/9/1992,10,390000
351149,M,10/10/1992,10,325000
192714,M,3/7/1990,13,650000
810458,M,2/1/1993,10,300000
731107,M,8/1/1990,11,300000
